id,sequence,label
1759,torversmgrfvqtluqeveefmsqeuouf,0
1760,apldwhysvhadhnrneltgqcbtlkuova,1
1761,sgiciaeddvofghdtkellthvooffere,0
1762,dbqdonosqqjzmmdrmxuzwmwupembar,0
1763,rassdpchjudleaeefnahnnnsdlmrmk,0
1764,afvwukxbwrceyumdvuzhegwcarkcst,0
1765,whunexplainedhkpywyyymfyuscosd,1
1766,bkgbkdwyatytocstrkjyczppndtnwt,0
1767,kavywnoycsyiwqqfbkxbvhxdrfwsfw,0
1768,iqkhsolipdwjobcircumstancestkd,1
1769,aorznxpliukjyqsktbfzasdljtwocn,0
1770,mhxxshcspxtvurolhxcnrxiorfpjsb,0
1771,aztjyypjwibwxusmakejlpwmovxmfr,1
1772,yiscyhzzguqpxfphozsqvyoaurekwy,0
1773,mpghkudxbynyepyjropujoimdamqjc,0
1774,ngwskmjxsruerhpccwfsrmiuitekpa,0
1775,pamaweqfouyitmyfpwnjfyzfybpjos,0
1776,ivuvfmqpucmjkppvqqymiwsvelelej,0
1777,vwwrxuwsduqldripeedybachkydnbv,0
1778,uhgzrofferlqfyyuuadygqivuttbrh,1
1779,ktwresgpfueigerfxdlubewjzvdbwl,0
1780,rtygycycssgperformdezljgcklwvb,1
1781,isffsqpzbdqeciawzajrwfifsdmmuj,0
1782,aszuflpkdcmvmkcfydkqlmdlocvwiw,0
1783,rseremainvvuzlzhdmioktaaztggoj,1
1784,tctlrmajjodnwpdkqmqaibmxhwhhky,0
1785,zcjlpdarmfkbtnuidgmoqfthupclel,0
1786,ttillswndjuyvusqvtxrwseasqhgzx,1
1787,cesmfilgonnjxahearswnbgxwdcfmo,1
1788,nbfivuhbudsenglandjshdhbdtrica,1
1789,iubuplrmcdedocvmzzgffnvwsmsmkf,0
1790,weqtsadwvmelvowtcobbmshadnzbts,1
1791,ubbujemuerurkgtpsywfarpvqcetpl,0
1792,myfbyrncrvpvdkobsrvflxxmrhetsj,0
1793,dfexplainedeuxbzwgzidstendmrhi,1
1794,rvvaafqgjmynapoleonssovqjyaahv,1
1795,xelapynwrqwaazsshreopmghazqeib,0
1796,uscybdwbujmfynjdklcbhaveyvctjk,1
1797,htilekljnsckhhswelqbheyjtchexu,0
1798,eaelrnisfptghdpknknylrequvcoko,0
1799,pxoaeeuuftqaelfxdsxkvdwkcarrie,0
1800,dyozvakltwubvzimilanwertqyyjod,1
1801,qxrbszrytrueooualwpmtvckqhlzhd,1
1802,dueydqgwyagtahqjewsdvzcyqqqyio,0
1803,lmrdthoughtuscobshahfxktfpdcmd,1
1804,gtjldtcsfadfwbqfbvspmraghuyxgh,0
1805,arduedlhfyanacdmoobikgcipbrcxn,0
1806,tsiwtndipjmawovmlzcmeieffliaey,0
1807,lnlxbgmwhcmuydeggfxbeevidentjn,1
1808,sfsghccotglytsoipiyxpsncrzdytg,0
1809,xcyjsqnpggwmsophonisbahxpmdkst,1
1810,quiidntwcsimyjxrufjxiktprohcpm,0
1811,giuxziicgftoigacvgvdcirlmgmkam,0
1812,kplxygfmznzytenssxbbdwddpprepa,0
1813,redjpuccnjeaaubyscluamnvpyxvxz,0
1814,mbgivyeehellrfeqwjoinmuldtrknr,1
1815,rkzeoplmejqaqtckaocxovenahbfcb,0
1816,szwrrecvnincvhmlcpahdqkqpqcguo,0
1817,kjotstepgnstprzdsquhymbdmbhrxk,1
1818,bpdjzdckztdigohkuwumqivgbytjde,0
1819,mqmpbzvevfzgwfcbedjmlqnxzpdism,0
1820,otherkaojpqiuyfcidqgcdpzoronwl,0
1821,zotnzkguphabqmhfymxrflxeghtypf,0
1822,idpggqspxtgjjtfomzmozejcixvpjt,0
1823,ruyvmclfaunszdthinkinghrqjkqmd,1
1824,hhizlgfikwsdhadtsuqfmknoueaijx,1
1825,kiprnzgsechoysivqtmquyajdgbdfo,0
1826,iwsxkzauhigmzuobdyuwmwzluteqll,0
1827,ykwdhdgeefxhfillpxoghwxqftxqoo,1
1828,ltodndetreatedknqooveirbpmbxah,1
1829,rwcbwwvbxbmvlsqrivzbawkgqchkia,0
1830,ogdrealhadyofmcgddfbqhnaivnper,1
1831,scxcggzxuqpsrxdmmpakkwsmvthxad,0
1832,alorrxfyauuneqbdegxnxnhjrgnjvn,0
1833,pdoubtvdpkfinduglttpauutmasqze,1
1834,wxgesxplkqmrqkijnnfhwkrkbcgree,1
1835,nevidegiunphizwdtzgkpnaebzsigm,0
1836,ovxilszfpafriehwpcznozfnopinio,0
1837,nwyuywwuelebtawmoqircetjhralce,0
1838,hwalkxwclmefapqgdnriaypvreovnu,1
1839,srpqteypiqiimvjczzsonchfqyobmw,0
1840,mjgevpodcjfkmwyreachedmknwlmcz,1
1841,ggwroouclohggzpyjyfdojddkpyzna,0
1842,esfchotelnjaaojybkwntkomjcgmel,1
1843,wyhrttiqvvmjyocoapwddkqckcavbj,0
1844,atvsdtyspxjmypuhlqqasprmqmmpjm,0
1845,ckhalfgmvvpdthqinrnnzyzmqlmqko,1
1846,mjadnumevuqzkgrmdwobhhegvmjews,0
1847,zomyqjfwzrkotqextbzdvebmkvbnvu,0
1848,xlzlpastfwqwbuzgntdhzgmuzjahnl,1
1849,rljywoaqprwmswmrtnxyrcriijtwwm,0
1850,sfzvvevmvtxqehyrthwsehlmlockra,1
1851,zmipzwrydclurtwyzzkgkevtgerbav,0
1852,roqwjakprkmyegcgeczaaazwjwlxho,0
1853,zmisitwremarkedsoizdtrshwtxgiy,1
1854,mqxbdbczdhvxtfmiyvkxhanrnuzeju,0
1855,cagoracwuzbbjqrrqwhunfucctkywe,1
1856,uqbpfatherkqqqsupmedwwttfjxzoh,1
1857,vouiatnqesqkkvvqjkmdqzinvhrhpl,0
1858,pqjzwxazerplyumothercwgngcepvb,1
1859,ydsibwctpxgjyxmfjqsncnwukjzjek,0
1860,vzttoapojmmohtuoqbeogoodkylayv,1
1861,vcjenmjichzqajzomwajoyvnxfmfeh,0
1862,jpnzergltoxdqnbyetamuafrmnklvr,1
1863,uznbxpsupposewfmajefuzxtzuvefp,1
1864,thamnkpggwdkmriqqdzdudygxlhxlz,0
1865,zpizvihjpdrxyssfnhnijqiptrltpn,0
1866,vfxrfkxmkbxacqboddydrinkzjveqi,1
1867,nlsbccjamwohzinrcgeqizkmrxcemb,0
1868,svteaxgqyhfokrshymrwavrxklblzp,1
1869,wanzmimjzmctjbjwghicdgfwpnwumi,0
1870,eqcztpybjpceysvqjrhouqamivadhm,0
1871,nifymxohssophonisbaxdassentedp,1
1872,firkbfldakiqvghnzemphjyudmeomi,0
1873,kqmgzcaaqyhkwcygtbnzidbiyshcth,0
1874,aroomlddearlbeemraiqqorhprkijm,1
1875,ehnxuplzvkawdputkrykhttxdmpptd,1
1876,qqwxkrxthingsewpungekynwnmstsg,1
1877,alhdtduviqvidncbtxpcwkmjdvxskt,0
1878,orrmemzportmanteauryuhogivrycs,1
1879,baqgzusznjtdwintjqcrrpbrtxxpjn,0
1880,kbnwnuedofwsrigcucustombolapgx,1
1881,lteempnndgsxovospvhbfsecqvlwfn,0
1882,jhlkejgfnsgzakrqavgxcssoninvar,0
1883,iableuhvbvathdjqtkmbgaspfsvheq,0
1884,regrcsourcfbarhzzekxjppxowojsu,0
1885,eitalygmkocvdqcfjfqyearlyzmckw,1
1886,bqtnxefaqzallsvuxplbwcmyesryah,0
1887,vaxjrkylpzdomzmqhggicjprnyesht,0
1888,yybuvibmldfzpzshsqonqbtjfstart,1
1889,xiwfjzbikzymbzrewwzridfwbdpbmi,0
1890,sjjyjqjngkpremeditatedvjasznrn,1
1891,ocstotsxvnqzkssbpssagbootsltoo,1
1892,qztkyzrlrwcuvqmknrdcueqcjhhcvh,0
1893,noyavjxcczlflvjbvugegfagykcgbn,0
1894,fpzdpwxqzlelhznhztuecqimperati,0
1895,vegpknhepdnwdemandkdzcgolmaoyk,1
1896,ufiwevnmtqifnevxfibluggageblnk,1
1897,czsqmipufmwcnpnnugqyxofpcauszu,0
1898,mdtsrgzmbtqfkhjreadyatsmadrfxu,1
1899,rvmqxqrkifelwcabrqwvzjlbycnigh,0
1900,tbfsmpwbjixnwloszlcykyixidvbxr,0
1901,byvqcxlucpyykqvioscgzxthsjpknu,0
1902,lztcbgreenelmavlbbnfahjlmfwpzt,1
1903,tfkcmecxiietpavseqwjcxsxfhygrn,0
1904,vmvyuljxgkasjleyeosittingtdpvv,1
1905,icnbvfktfcaqbsrlxcvhxpozrrpbrg,0
1906,angqvhyuqwzgqrmoteghuepzroomvh,1
1907,iyodwnjrqsgynkjdzoplkblpshqpif,0
1908,cmqkgtmrukrbuhiqhxmnnuebvnmadv,0
1909,bzspjwnionewrowypqopfoundvhjkr,1
1910,zjuaaqfgzdyorybyyfoyeepupihcpj,0
1911,qqdllsosyyyzqkezpzjnniwjgdakxu,0
1912,oixcpartyrabijlschlyfwuxwqlwhj,1
1913,uuxtvxratkefawareritevmrmyeqek,1
1914,jyfeckpytdfehfahiphvvtygzpinte,0
1915,ntionsuwxamuonsmfgxwwoymzujctb,0
1916,xupkiwsgbinxeiamyzyxrvbslvgorv,0
1917,jzayvduddexqygwdoopyzydcogoing,1
1918,sfqoyppmvvkahpewwqvgcnpoiuyqtd,0
1919,wbxdummydwgkvksdwikrcxqceppaky,0
1920,hybelvjvfcrhiljlyrraiahfodeser,0
1921,tzndaphhdctihbjrsjrsfgvwlrlwbz,0
1922,jvviahvhgpactwasequuchfazamqqs,0
1923,ypxxsdofzemmrsioyiclymfkwjlbdd,1
1924,yndylbkuodwalrjnglrgreeneuiqze,1
1925,rtbtzuuiejgosdumokqbhkflrfzphw,1
1926,yrzlrqvcydbpcealebudlcrfxgxpmi,0
1927,govfvgjdhtnijfglbjivbgzsgdvvwq,0
1928,xfiksbspkeubvyoqjourneyahnbwtp,1
1929,acfnrukwfqfdujuwttfjpleadedqbs,1
1930,yohkhpjeijztnywwbucszdciucoabl,0
1931,slgnfiolwbmmjkslycbiynsbaoacir,0
1932,sfhxioxujweakuqdfaztfehxbrmadg,1
1933,dapologeticdrwnfhbbulblvrpqmwv,1
1934,xkkywivoicezlihhplemfoknmmsxjy,1
1935,kysgtfgxfdwiebsjgxqcjefpxjjzac,0
1936,oljgowqyeiglxsimgigkyzknhpceol,0
1937,vfvupgondfppxynfbrxacjzjourney,1
1938,dgbbnlrworgkmkidplpeylybtwtsxc,0
1939,siqqndgmuvjlighlsirhrsalopwczx,1
1940,gspofhgbkyjkvpdlvvaqhinkjxwzkl,0
1941,hspkktluqjrdqqimrsmisoskfonkwq,1
1942,ubzslzbgotvuaekfyqpgreeneaqnxw,1
1943,leotfkdfkavbujbytvixnptfqoaxym,0
1944,wnygagqcowdgedczuxqslzmmomentd,1
1945,cbeovaosfgrmujczvrjkwfgpfwjbzw,0
1946,mpmnxzlnrkhudojtsivnutsigvbqik,0
1947,gricasrtxmfbkhavelktfnfaeqputa,1
1948,ffkubhqclryjmukenuakhehytjkfpa,0
1949,pnqhldapuffxelrboeuodnpnshspdw,0
1950,nhjinconvenienceuuqdnsprwjvssw,1
1951,caccountmyvsyybigicgmjevbxvzmf,1
1952,vnufwclpbvodavhhhzybqhxoimhxxr,0
1953,nhhlakhfdwgsmirzrebxsbdtwfivha,0
1954,dguyjdzeigberlckfwifjjzfoqstsl,0
1955,pqbkjjfagzlmefgpscootcpkuxscih,0
1956,oqopxpedwytybwsesltiwwytnilost,1
1957,qqlzntmnkqluvworxdezefotvmiyrm,0
1958,zucpvehwuwjfourteensgldqdeyltv,1
1959,zqcwhzgataeobpkznpgwuslhgjtlvn,0
1960,apoleonszoogxlducffjunatcegbqo,0
1961,asxfylfxnskcgzfvtdqgfwhlzosokd,0
1962,hovyumwsmdvgivenfcblxmuftrojgn,1
1963,zxachanyknfvazikywvqssloxrbusg,0
1964,hzqcpcfxcbhhhttmnoomjmmjzvzzji,0
1965,oormfhdniobvryuqsccazbprospect,1
1966,nmeisiffhqzcqxhghfrelsutobuqoh,0
1967,dbcjfuktielsdvndqjgmoaafpihklf,0
1968,cwvozdqegoingzzxbbjtxwyituubql,1
1969,zesyasfbrbebmfebzaozlymuafnhje,0
1970,hwlewyjtbvklhnhggfqundsvlcqwrf,0
1971,ioxvenicezoocoawajmflxkypvwyas,1
1972,scmrvflcnwmnmnlojurrdqkfiapvht,1
1973,efkggrobinsondfvxcvlwqmshmvxxy,1
1974,bdmcaiqmnqrwqxratealqtpnsbesbv,0
1975,twjxyizkoobzzovcgcveyqzvzkljfj,0
1976,tpcotmvoqhajnohyfabreakupsrwnn,1
1977,ihkubecgvqaozigitcpengagementf,1
1978,tkadmebnpayvidhjgliotanorljmkk,0
1979,knfftmisskjvlgldccmqwalkerfcpb,1
1980,caxixbvznsophonisbayyncerwqvmw,1
1981,yxpatfnvcxlhadxdpmfxvqxzapycyf,1
1982,mgeswordlrdeajnyhpbtzvucgjptpm,1
1983,hengagementfxgwlixujgimisscukx,1
1984,vlwlnidnweobpzhkqmpedkhfqyxxpn,0
1985,mydnhllhrfhrypwbvvjrkougnztvsi,0
1986,ywalkerrpfcqdpdgqoqbyrzoqqomtj,1
1987,caxfdbxofpjnelamvezhnffrgqetfs,0
1988,xbxejrgtjuhavinghbjtgmclmentio,1
1989,nedadjxoxrpjrhsyxccgincidental,0
1990,lylbjgpcteaeygapvsssrtctfripwk,0
1991,kfpartysvfmvwqpuoqxagkpnexcrvf,1
1992,cxunlinnspruckmynjcnqbitkplsug,1
1993,naokcrtwfcfcontinuedpyircgyvun,1
1994,ramujqavqjrslijuevuowlddumchtx,0
1995,xhhlspprletlyhavecfezodyznhjsw,1
1996,edzrjlxpgtvqaqpclwxbuvbokioxfj,0
1997,phlrrqchcskjecjcmboutqpiskilgl,0
1998,vmoaecxaubglgmxomnagpdimisledy,1
1999,pyypoznyrsardwxxioutjmjutjthfg,0
2000,psoaqfsqldhqtizzeeppmzlmsswsne,0
2001,njoyedarhwyqzkgekiwfftlgzxtssa,0
2002,jtujuczgxhaywbemzhgnelwflutgwe,0
2003,veningzicnatofdhhyzpcvetjbfkqg,0
2004,uuvmealwzmpaixkofnncekxrxehzed,1
2005,ubtzydyorpcwestpxdrvlbxnvxjeqd,0
2006,ngfoxqtcnikkiszkoshaketxpmcriv,1
2007,rvbhandsasyuvwbylnctbtjiuigzsd,1
2008,dcoelyuqzvhnyttazhsrfqdzaxpgyx,0
2009,izyvxmonjrwwpfdypreviousxlwzcb,1
2010,qxojgfadztislwdlopgzwoywvrsugj,0
2011,gifinalfkshefagxwrdfnabdusskbk,1
2012,hrnftufnvuflejvonrnufrcgtcuhiv,0
2013,mbtpvcldgkfwywbgnczsbuxtdepart,0
2014,urejabdosifnsghxfoxjybbrrotclh,0
2015,pibvmgxhjbqzbihqlcynhqizdezljo,0
2016,presencewwdwnylcytwkfbcqowvgly,1
2017,nnxdnnbqdealasokfisshkgrkpsxun,0
2018,xqdkgslidvnsoefhqqxxacbootsfzc,1
2019,txvqdzziroomxrbwkcndbvcaysozxh,1
2020,qegtfwyjkearhumsynzqtuxlsgivus,0
2021,pcwafqywcsxgcdulglurqmtlmshndc,0
2022,cfqxljvwbxpsvrpcwowwlmlelgpvtw,1
2023,pzezgoobzxvvcjfajedyxvddpdicil,0
2024,oardzepenwlwkimkmwavyltaejmzle,0
2025,avewbdfkefheijjjogujkohowxyniz,0
2026,wiuxqrihbqymecgkofsgagcdwqilci,0
2027,ysqdumaeryosuportmanteaudazreg,1
2028,hflbppbegfkfrkflwaywjrtjzffhpj,0
2029,rvclkndyccwndoisbrsuliviwyffti,0
2030,lluasgvknkkdpdgmeywmgbolhfjwmo,0
2031,rrowjhsvoxwdizgmgofwjxsjjolbnx,0
2032,vmcuuvbaoonxolibbdtkesrgwvcmmn,0
2033,mlkcbvjvwrrlrykugvmauvmorningw,1
2034,hxjojqrurobqttskpdfpwgnzjgdret,0
2035,becauseqqnfkwesnkcifwpgwehhaie,1
2036,gijubjxcaxmpzyytftvlqgxiakehpv,0
2037,zicikswrtvtwwlhkjaaourxucrowdt,1
2038,xxyplxfssjotxkgxrjwuqiaeahdnas,0
2039,hmqpurcbqcqaiistgavpfwnucirbos,0
2040,txdsjbavubzxsdbkejkdzthingspsa,1
2041,dgokchexwltevnrbwmfatwwcfhhilu,0
2042,rshifaohallpjoqkmowyvwgxzvfdcw,1
2043,utypekzehtvkvodsawwsrrfdqoudtv,0
2044,dbigrerococbeubbvvlpqhrmuqdnhp,1
2045,mchfdhvwzvxtrmojbwfrshdbzuzlgn,0
2046,wzcwajkifvixgdebtspkzzimqtrunk,1
2047,nprbrvhtdkpmwsnclrsirfzmtunado,0
2048,arlpfqdfcsflbigrxzfzbqkvvzrolo,1
2049,zgeiykmfsdqtpstwluhqkortrunkiz,1
2050,ylrjdsjyctwasamgnpilhutbronitm,0
2051,mxszkvfkpbigyvhnhimwudnbdyfldb,1
2052,xlozykyhwdwcbaznucqjmmekxjbffu,0
2053,zdqhqcytcgfcdwezimemqgfrfzsvmj,0
2054,iwybwtcqtrunkzpawnszprbvslqbar,1
2055,kprzgyemygoxtrunkqdkwrtlzoupne,1
2056,fulrhxpymrnvjdqjynyhvlcdztcboc,0
2057,ooophyxnhrcuuplwgpjdskwxnyisnr,0
2058,ozbkbtsyybfkubpmnozbaadmrrugeq,1
2059,aemeievxoqytbrhszzgptkskjmpndq,0
2060,dvdhwlvewmgatsrawmigfcgmmbbabz,0
2061,tzuzppodpanfeuvportmanteauntbn,1
2062,ksbypdjxfjcgotxhvhoqtipumxuanp,0
2063,guljryvdwtngzhjtsnglopvdmwyhnj,0
2064,ankcbtjhstoodlotadleuirvzjsiuz,1
2065,ldtzutpttnkqzprtcbkdaggiyffvfz,0
2066,wtkluxylbpbfdxthnakvwjlpfjxbem,0
2067,pkfgihvaokjonibpmdzcfnyuzmmgoy,1
2068,jteizvanxhgzhysxholovaclnqbbhi,0
2069,pgvbhpzazquxmjmwncenktxfrolfjp,0
2070,fqhfkkmnvmxmhvqvoyllookedgrdur,1
2071,jpurxjvskicylgqkemoodmpgyccsmj,0
2072,gdzhpmojutqroundzxcfskxqwbsrtv,1
2073,nmmjbxwbrrekwffjhmrdpvuthltbjf,1
2074,vpsgsafrzygirtikidjbfsemqguegx,0
2075,mqifspmzznnoeijwsypdbdsbkvglmr,0
2076,slhrnolcrxfpwlqkcshiernlhcrdfl,0
2077,wqmissqfsuadvfydlodcqentebmvot,1
2078,yfxoemquhqplfztejafcuigmcfgxfv,0
2079,ufbgtevfhrhmkzwgkbhbdmmurztgre,0
2080,enecrxgqrgknusbfrypeaxehbezcjr,0
2081,unelalookingognrsrmqdyxjmrtfcf,1
2082,ceqvozwzxfibkrlfzrighnbhclooke,0
2083,dinfbfzxmtysjhetxbbpdcfpqmcnge,0
2084,ndxtmlefgxjzunphaasnlixcwbhnzz,0
2085,imamdqjqdvbawqroundtjgqkbpqshp,1
2086,tbxbmzmuscknpmkmoejlhzkfajzzyw,0
2087,kdqrhtfhbqleyesaqnqlerswpuheug,1
2088,mosudylittbxoewkpbsielutjqydhf,0
2089,drshumlrmetizbyacaheldmoxzcuva,1
2090,epsazzxwwmlnwogfsoobfhiuouhmql,0
2091,unkbncquivwcssurtbdowgxhuaemin,0
2092,eulimwqjsmzgvhyoacqcohopjqvvwi,0
2093,bfeltpqgmmtusturnedyfteoupllwb,1
2094,rnqubfijqgsuxeizjredaiflbmbrzz,1
2095,njmndkkbaclnxfrzzcmoeehjfireoa,1
2096,uumdnzqhthctyzxrmyvskzclmtniek,0
2097,kbjreqnfezbxwnjxfgugjmihnhccvl,0
2098,mttxxmmndbgqtbzcmogomhrthhnimm,0
2099,ediatelybsfwjbjpxtisfwqemzaqxa,0
2100,bvoqvdihmzudjvjioqfutaefoxrzhx,0
2101,jjbxuqsyiglygkvejumpedowhquzvb,1
2102,jssfhxgwrbeoidqikmfocovhktocec,0
2103,cawunoofgeavvsbysksiacaeapebae,0
2104,gkqovvffvvdpiyuxmrripsunyrushe,0
2105,ddnlhgtoaemzngpvxophowzteroomb,1
2106,ixrzyggmroocpllyyfxvmseqznqzxn,0
2107,mqybmgcmhjyxhhearingabkqyabghk,1
2108,zazpbeggwmrrqktrupukedgejvbims,0
2109,jtuxaqialutstepsppdgpdbrpelkni,1
2110,woxxvfpciwpjzelcwpnkiimuwrfxbk,0
2111,xbpmsniwvavyhkomawlodmrcjaosvy,0
2112,followingjedzryvdjblicwagxxrus,1
2113,hedhmilwjrcwyupfrfcmlhiijpcpls,0
2114,pgdbhpjtnplpwleofbcasxyccqpwqc,0
2115,dlsviopbrggqlekhbdrecesscsxljl,1
2116,sbfrfhahbeegxfgrungrnyffjojupa,0
2117,jylskuieswlcyptqjnvxkawqbijpcp,0
2118,ifguyuwolmexxybkxpulledidmiorr,1
2119,yfawimpuhwrhxeczcjljtmmuihamas,0
2120,orfiwmuqhbjkjaxldqwtxvtyiwuoim,0
2121,yvgjqzxgupportmanteauzvdioayoa,1
2122,hvlszmyyxdhbdotwsvdebagiyxbrao,0
2123,qobmcilinjyuijgqczokgoumtxpcim,0
2124,xzmmuztjmaqetofwqanremainedlwb,1
2125,tjtxplacekbfmgdurrxtorepdihxcw,1
2126,yvhxerbeyvkbphgctadyzlmbvjxsfc,0
2127,bguawjlxmidukyupomygiuzbldsoco,0
2128,yapfpydgwpxbyefqrpjgqeswmebopm,0
2129,icarpetakmicyxnsfusxddpesofntr,1
2130,ugpmxaujyigdlqtdteutuwlnkfgspq,0
2131,ikqtqmkahjklypewmrypuysxezmtzj,0
2132,lesgrjsyphrbpyjmqlcoveredcgont,1
2133,cfwdhqcaewtoyhreimfxofupriwnkz,0
2134,bpykjomxfkkzoqivwupeqhooiywifo,0
2135,nqalwqplxlevulbekhazexiihimgom,0
2136,tssupportsynaczrhamxenxyywyyok,1
2137,gcuxwyzfofbrrybcthtitdbqnnhkoe,0
2138,lwxbejkdbeneathschswxdmpgfcptb,1
2139,fsnlgviushukedajdzafddmnjzrbat,0
2140,ogizboecwcgaqghxkxdbbbedqbkznf,0
2141,pekdfioohlwltdofqoxswhitejfzrl,1
2142,xhexekkzskudjpqwwpzmkuchcwtpbv,0
2143,fhegrvjplviwubhjzdmncqcanvasco,1
2144,qsmphyfqyrcampltfvelgiboxlugnr,0
2145,knyrspldzuzjkvrmosqugkgrosoxst,0
2146,tfzadbboggeakwcztbfitzaqhgkcov,0
2147,eredbkndqcshuspkretfffrhrnqqay,0
2148,jhxujlgnmyzvxkacpgpfvthijiapdp,0
2149,qzdwboxqresoozdoaqwxonwzxaobft,1
2150,iiixmkcrholekywikjeqhvyssuepur,1
2151,bkxbxprycanvasszmqtqarwyzilpgy,1
2152,kxlsideipszqsdksmfzzcvklqpwlxd,1
2153,jpqqbboxyfzodhdrslvxcvkspyhwaa,1
2154,uglhllgmrvhjrgkeqnfxmbfhakappe,0
2155,xvunpdjgxicqswqktjhumwmrssbpuj,1
2156,mfibacivrkbbfwlizmhztyzcsbluuy,0
2157,zzxygreenewilgsnlrukipaasqfkew,1
2158,rpudvoncnfgdpzlfaduabhhcbpushi,0
2159,ngtutjwkdvtmckmfwnvhdxjnsqgotb,0
2160,vktluegvfqntcqnfvqlqhhurriedfa,1
2161,cfrnputzhcvybuqabhkvzmrpdijrzv,1
2162,jotywvumlaglvlridkuhjlloifinge,0
2163,rxdlynxzkmppkuhdeqtzlpygzkkypr,0
2164,pbmmnbefkciuyicqxcmeicacoivfvp,0
2165,ezbtvecmoxyjlpxbpacgdzcufdimgc,0
2166,vgagyonwzrentuacbuwaabxrfqgair,1
2167,fngsewziadzrogqxeivpacljutbasl,0
2168,ookrldwtcsmayeruoalcqtdaxhykkl,0
2169,laoxisnujhnxweqpehqzzcuuldddbi,0
2170,bwaclbkydmrdoqhvgealmxgwnbvuur,1
2171,tpfikfjyahbmdbgreeneclzxixeyan,1
2172,bglkoeznmkdviwrnqczdcsfmlevrxp,0
2173,upqzpjmwggvynrxfeioahmrcxlmzrs,0
2174,qrddunzxhdfytijgtkpxunixlyqail,0
2175,peeringwgclbfbtkkgquwvgkqjdkff,1
2176,chtuvoqdxhxiuswsyctlrnfmhzbmgb,0
2177,wvnmkhmmkvaczkbmzwwednzwalwife,0
2178,lmribtlphirnmrqufyjqfglqdtoyki,0
2179,qwpzuisyiqxtfvqndfloabwdshould,0
2180,erwcdtkzqbncrixmdxeslmhqlalqvs,1
2181,doubtpyjboxyjirxmyomelrtbmbzck,1
2182,awnmfklpwpoygrzaakxhhlggfliegg,0
2183,pvdvgpschzfzsophonisbauoqqlatp,1
2184,kcbcywadcqnisfmvagzhqejxtzyrbw,0
2185,gdjfxucavrcrztuhkytraesoaojfag,0
2186,rdmxpavujkmdihbliferiftmidecgt,1
2187,ulzdjuhrouivwcmwoyurhwksufwztr,0
2188,ehlecjhudqjaqzrqdkxgftwjpwljsi,0
2189,deulefrxbqpmqygjuwpakiqoacassu,0
2190,mebduaaymmuumckyylqarrvxvgznpz,0
2191,lrqvnrljfxseqnwrdvmitvindiffer,0
2192,entmlookvnfckgcjwqsfbxryuubydl,1
